시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일,image_url,nmap_url
한국기독교역사박물관,반려동물업,반려동반여행,박물관,경기도,이천시,대월면,초지리,474-2 번지,대평로214번길,10-13 번,37.22281443,127.499251,17343,경기도 이천시 대월면 대평로214번길 10-13,경기도 이천시 대월면 초지리 474-2,031-632-1391,www.kchmuseum.org,"매주 일, 월",화~토 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_175/14410069039703fYoH_JPEG/11621166_0.jpg,https://map.naver.com/p/entry/place/11621166
한국대나무박물관,반려동물업,반려동반여행,박물관,전라남도,담양군,담양읍,천변리,401-1 번지,죽향문화로,35 번,35.30934367,126.976409,57365,전라남도 담양군 담양읍 죽향문화로 35,전라남도 담양군 담양읍 천변리 401-1,061-380-2909,damyang.go.kr,연중무휴,매일 09:00~18:00,Y,2000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzEwMTFfNyAg/MDAxNTA3NzE5NDE1Mzc0.nerJL7xLk39e_tjzLkmjSlLD0yWOV5J05mJTo4FE3p0g.xQPWg8zsoaZhelaNGKd2FQXzdUpDwBUiU9JPioorFgsg.JPEG.ichmount/DSC_0446.JPG#4288x2848,https://map.naver.com/p/entry/place/11620661
한국대중음악박물관,반려동물업,반려동반여행,박물관,경상북도,경주시,신평동,,220-6 번지,엑스포로,9 번,35.84034042,129.288892,38116,경상북도 경주시 엑스포로 9,경상북도 경주시 신평동 220-6,054-776-5502,www.kpopmuseum.com,"매주 월, 화",수~일 10:00~18:00,Y,15000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190701_5/1561954682637mMl7n_JPEG/W2lHIOm5ETbmNdkP8IGno3TC.jpg,https://map.naver.com/p/entry/place/36516430
한국도량형박물관,반려동물업,반려동반여행,박물관,충청남도,당진시,시곡동,,273-8 번지,산곡길,219-4 번,36.8927981,126.676595,31764,충청남도 당진시 산곡길 219-4,충청남도 당진시 시곡동 273-8,041-356-9739,www.kwmuseum.co.kr,"설, 추석 연휴, 매주 일, 월",화~토 09:00~17:00,Y,3000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230429_185/1682742973537IW2qU_JPEG/%B7%CE%B0%ED_2022ver.jpg,https://map.naver.com/p/entry/place/31048192
한국만화박물관,반려동물업,반려동반여행,박물관,경기도,부천시,상동,,529-2 번지,길주로,1 번,37.50905498,126.745618,14505,경기도 부천시 길주로 1,경기도 부천시 상동 529-2,032-310-3090,www.komacon.kr/comicsmuseum,"1월1일, 설, 추석 연휴, 매주 월요일",화~일 10:00~18:00,Y,5000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_14/1441006801779M1wMz_JPEG/116056585878569_0.jpg,https://map.naver.com/p/entry/place/11620669
한국미술관,반려동물업,반려동반여행,미술관,경기도,용인시 기흥구,마북동,,73-1 번지,마북로,244-2 번,37.30896613,127.131967,16891,경기도 용인시 기흥구 마북로 244-2,경기도 용인시 기흥구 마북동 73-1,031-283-6418,www.hartm.com,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~17:30,Y,없음,N,해당없음,해당없음,해당없음,Y,N,미술관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_134/1441006711038F6QoN_JPEG/11620367_0.jpg,https://map.naver.com/p/entry/place/11620367
한국미용박물관,반려동물업,반려동반여행,박물관,광주광역시,북구,중흥동,,335-39 번지,용봉로,116 번,35.17237685,126.909399,61217,광주광역시 북구 용봉로 116,광주광역시 북구 중흥동 335-39,061-514-6622,"kbeautymeseum,org",매주 월요일,화~일 10:30~17:00,Y,3000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/20130219_275/usas78_1361251058241H6MBw_JPEG/%C7%D1%B1%B9%B9%CC%BF%EB%B9%DA%B9%B0%B0%FC_30027235%281%29.jpg#400x300,https://map.naver.com/p/entry/place/16152502
한국민속극박물관,반려동물업,반려동반여행,박물관,충청남도,공주시,의당면,청룡리,357 번지,돌모루2길,17-15 번,36.50223459,127.148156,32517,충청남도 공주시 의당면 돌모루2길 17-15,충청남도 공주시 의당면 청룡리 357,041-855-4933,http://cafe.naver.com/dolmorootown,매주 월요일,화~일 09:00~17:00,Y,3000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20201231_58/1609417488518Kn5wk_JPEG/A8smHk7JAoz4QUhoApmmdRi7.jpg,https://map.naver.com/p/entry/place/13359802
한국민속촌 박물관,반려동물업,반려동반여행,박물관,경기도,용인시 기흥구,보라동,,35 번지,민속촌로,90 번,37.25913189,127.122543,17075,경기도 용인시 기흥구 민속촌로 90,경기도 용인시 기흥구 보라동 35,031-288-0000,www.koreanfolk.co.kr,연중무휴,"월~목 10:00~18:00, 금~일 10:00~21:30",Y,22000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200525_211/1590394420331nezSy_JPEG/DJ4sgdir2DbwozRpq3pqrbp7.jpg,https://map.naver.com/p/entry/place/11620801
한국민화뮤지엄,반려동물업,반려동반여행,박물관,전라남도,강진군,대구면,사당리,72-1 번지,청자촌길,61-5 번,34.50867534,126.804163,59263,전라남도 강진군 대구면 청자촌길 61-5,전라남도 강진군 대구면 사당리 72-1,061-433-9770,minhwamuseum.com,매주 월요일,화~일 09:30~18:00,Y,5000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20160617_48/14661332812368GhYo_JPEG/176567524459722_0.jpeg,https://map.naver.com/p/entry/place/36470967
한국색동박물관,반려동물업,반려동반여행,박물관,서울특별시,종로구,권농동,,187-25 번지,율곡로10길,85-7 번,37.57388778,126.992091,3134,서울특별시 종로구 율곡로10길 85-7,서울특별시 종로구 권농동 187-25,02-765-9286,www.saekdongmuseum.com,"매주 일, 월, 법정공휴일",화~일 10:00~18:00,Y,6000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230810_19/1691644813779H9gom_JPEG/KakaoTalk_20220902_164530074_03.jpg,https://map.naver.com/p/entry/place/34308620
한국선교역사기념관,반려동물업,반려동반여행,박물관,인천광역시,부평구,삼산동,,215-1 번지,장제로,393 번,37.52094131,126.732111,21317,인천광역시 부평구 장제로 393,인천광역시 부평구 삼산동 215-1,032-515-5995,www.cmmk.or.kr,"매주 월요일, 법정공휴일","화~금 10:00~17:00, 토 10:00~16:00, 일 14:00~17:00",Y,6000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1524860070
한국수자원공사 대청댐물문화관,반려동물업,반려동반여행,박물관,대전광역시,대덕구,미호동,,1-5 번지,대청로,618-136 번,36.47443489,127.481538,34316,대전광역시 대덕구 대청로 618-136,대전광역시 대덕구 미호동 1-5,042-930-7332,caf?.naver.com/daecheongdam,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~17:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/1912668458
한국시집박물관,반려동물업,반려동반여행,박물관,강원도,인제군,북면,용대리,1119-16 번지,만해로,136 번,38.18865117,128.318476,24606,강원도 인제군 북면 만해로 136,강원도 인제군 북면 용대리 1119-16,033-463-4082,http://한국시집박물관.org/,"1월1일, 설, 추석 당일, 매주 월요일","화~일 하절기 10:00~17:30, 동절기 10:00~17:00",Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzA3MDZfMTc3/MDAxNDk5MzA3ODk4NTUz.Amzif5rUaYsrH---aLahbPpK0PQVaBbhwpKHCGCQQUwg.R0yQvLUEgan0UDqmjo5bz1DPsf8e53Nw_kMPVd3tWKog.JPEG.hong273526/IMGL0083.jpg#1000x667,https://map.naver.com/p/entry/place/15138256
한국식기박물관,반려동물업,반려동반여행,박물관,충청남도,홍성군,장곡면,산성리,265-4 번지,무한로,957-24 번,36.49396517,126.742301,32299,충청남도 홍성군 장곡면 무한로 957-24,충청남도 홍성군 장곡면 산성리 265-4,070-8808-3833,https://hansikm.com/,매주 토~월,화~금 11:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/20130721_257/ichmount_1374390236675P8CcE_JPEG/DSC_0091.JPG#922x619,https://map.naver.com/p/entry/place/21824346
한국압화박물관,반려동물업,반려동반여행,박물관,전라남도,구례군,구례읍,봉서리,894-5 번지,동산1길,29 번,35.19668431,127.459938,57660,전라남도 구례군 구례읍 동산1길 29,전라남도 구례군 구례읍 봉서리 894-5,061-781-7117,https://gurye.go.kr/farmtech/,매주 월요일,화~일 10:00~17:00,Y,2000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240902_71/1725251562134IIhnr_JPEG/IMG_4105.jpeg,https://map.naver.com/p/entry/place/1107816504
한국야구명예의전당,반려동물업,반려동반여행,박물관,제주특별자치도,서귀포시,강정동,,1481-3 번지,중산간서로,97-1 번,33.26053675,126.498449,63558,제주특별자치도 서귀포시 중산간서로 97-1,제주특별자치도 서귀포시 강정동 1481-3,064-760-6412,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020127,연중무휴,"월~금 09:00~18:00, 토~일 09:00~18:00",Y,1000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_145/1441039651748a79Jd_JPEG/116963508676367_0.jpg,https://map.naver.com/p/entry/place/11797021
한국영화박물관,반려동물업,반려동반여행,박물관,서울특별시,마포구,상암동,,1602 번지,월드컵북로,400 번,37.58045107,126.889894,3925,서울특별시 마포구 월드컵북로 400,서울특별시 마포구 상암동 1602,02-3153-2072,https://www.koreafilm.or.kr/museum/main,매주 월요일,"화~금 10:30~18:30, 토~일 10:30~17:30",Y,없음,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20230320_117/1679285425453DqtiK_JPEG/ONEUL_20230224_0161.jpg,https://map.naver.com/p/entry/place/12885818
한국은행 화폐박물관,반려동물업,반려동반여행,박물관,서울특별시,중구,소공동,,110 번지,남대문로,39 번,37.5625152,126.979724,4531,서울특별시 중구 남대문로 39,서울특별시 중구 남대문로3가 110,02-759-4881,www.bok.or.kr,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~17:00,Y,변동,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_124/14410068054214oQi2_JPEG/11620672_0.jpg,https://map.naver.com/p/entry/place/11620672
한국이민사박물관,반려동물업,반려동반여행,박물관,인천광역시,중구,개항동,,102-2 번지,월미로,329 번,37.47014308,126.600271,22304,인천광역시 중구 월미로 329,인천광역시 중구 북성동1가 102-2,032-440-4710,www.museum.incheon.go.kr,"1월1일, 매주 월요일",화~일 09:00~18:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_261/1441018751064MeRwt_JPEG/116079518121591_0.jpg,https://map.naver.com/p/entry/place/13312649
한국자연사박물관,반려동물업,반려동반여행,박물관,충청남도,공주시,반포면,학봉리,511-1 번지,임금봉길,49-25 번,36.36640091,127.244824,32626,충청남도 공주시 반포면 임금봉길 49-25,충청남도 공주시 반포면 학봉리 511-1,042-824-4055,www.krnamu.or.kr,"매주 월, 화",수~일 10:00~18:00,Y,9000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20201208_272/1607411917305wHr5g_JPEG/07ORberdU1yIASiaI5rBG5Iw.jpg,https://map.naver.com/p/entry/place/11785055
한국잠사박물관,반려동물업,반려동반여행,박물관,충청북도,청주시 흥덕구,강내면,학천리,175 번지,청주역로,213-52 번,36.63936808,127.382236,28170,충청북도 청주시 흥덕구 강내면 청주역로 213-52,충청북도 청주시 흥덕구 강내면 학천리 175,043-236-1321,www.jamsamuseum.co.kr,매주 월요일,화~일 10:00~18:00,Y,3000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240918_285/1726627877614oIVTJ_PNG/%C0%E1%BB%E7%C6%D0%C5%B0%C1%F6_1.png,https://map.naver.com/p/entry/place/1591058710
한국잡지박물관,반려동물업,반려동반여행,박물관,서울특별시,영등포구,여의도동,,44-31 번지,여의대방로67길,11 번,37.51976516,126.930241,7333,서울특별시 영등포구 여의대방로67길 11,서울특별시 영등포구 여의도동 44-31,02-360-0041,http://museum.magazine.or.kr/,"매주 토, 일, 법정공휴일",월~금 10:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_65/1441039049120GpLlo_JPEG/11785123_0.jpg,https://map.naver.com/p/entry/place/11785123
한국전통음식박물관,반려동물업,반려동반여행,박물관,인천광역시,남동구,운연동,,2 번지,만의골로,71 번,37.45046296,126.767082,21533,인천광역시 남동구 만의골로 71,인천광역시 남동구 운연동 2,032-466-3182,blog.naver.com/kfoodmuseum,"1월1일, 설, 추석 연휴, 매주 월요일","화~토 09:30~18:00, 일 13:00~18:00",Y,2500원,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzAyMThfMTI5/MDAxNDg3NDI5ODYzMjY0.7dyt_A_eY4hMRxF-ZAwj7UkeI2H4Nc3CZK2jL36OmIkg.O0mk57-D9ax4crM30BTiDqECqN690UwKXN3gcYixUbMg.JPEG.gongroo/%28%B0%ED%29%C7%D1%B1%B9%C0%FC%C5%EB%C0%BD%BD%C4%B9%DA%B9%B0%B0%FC.JPG#900x600,https://map.naver.com/p/entry/place/31564741
한국조리박물관,반려동물업,반려동반여행,박물관,경기도,안성시,일죽면,주천리,232-2 번지,주래본죽로,158-60 번,37.09101912,127.490293,17528,경기도 안성시 일죽면 주래본죽로 158-60,경기도 안성시 일죽면 주천리 232-2,031-673-9966,http://moca-museum.co.kr,"1월1일, 설, 추석 당일, 매주 월요일, 4째주 수요일",화~일 10:00~16:00,Y,8000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20221108_218/1667891344857d9x2e_JPEG/%B3%D7%C0%CC%B9%F6%C7%C3%B7%B9%C0%CC%BD%BA_%C7%D1%B1%B9%C1%B6%B8%AE%B9%DA%B9%B0%B0%FC%B4%EB%C7%A5%C0%CC%B9%CC%C1%F6.jpg,https://map.naver.com/p/entry/place/1166653130
한국조폐공사 화폐박물관,반려동물업,반려동반여행,박물관,대전광역시,유성구,가정동,,35 번지,과학로,80-67 번,36.37847117,127.370534,34132,대전광역시 유성구 과학로 80-67,대전광역시 유성구 가정동 35,042-870-1200,museum.komsco.com,"1월1일, 설, 추석 당일, 매주 월요일",화~일 10:00~17:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_285/1441038777788tVY2c_JPEG/106976504071882_0.jpg,https://map.naver.com/p/entry/place/11784270
한국족보박물관,반려동물업,반려동반여행,박물관,대전광역시,중구,침산동,,364 번지,뿌리공원로,79 번,36.28538043,127.3883,35085,대전광역시 중구 뿌리공원로 79,대전광역시 중구 침산동 364,042-288-8310,www.한국족보박물관.한국,매주 월요일,화~일 10:00~17:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_173/1441020418048Aiy1L_JPEG/116361613874945_0.jpg,https://map.naver.com/p/entry/place/12782088
한국차문화박물관,반려동물업,반려동반여행,박물관,충청북도,제천시,봉양읍,마곡리,540 번지,국사봉로,741 번,37.09018766,128.114523,27118,충청북도 제천시 봉양읍 국사봉로 741,충청북도 제천시 봉양읍 마곡리 540,043-651-8800,www.teacm.modoo.at,"매주 월, 화",수~일 10:00~18:00,Y,8000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20180926_248/1537932017595NHDG1_JPEG/VAFvyipDc3a5OfSsr8Xx3Zys.jpg,https://map.naver.com/p/entry/place/474300241
한국차박물관,반려동물업,반려동반여행,박물관,전라남도,보성군,보성읍,봉산리,1191-1 번지,녹차로,775 번,34.71987643,127.08171,59448,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리 1191-1,061-850-8670,http://www.boseong.go.kr/tea,매주 월요일,화~일 10:00~17:00,Y,1000원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzA5MjZfNDUg/MDAxNTA2NDM1OTM4ODA2.ZODPFx-g_NSH2lwjpusoAUh0R78zBiZ4-7rj2SgH2S8g.88MhmX-rxrXUQwMTOdo6KA_ZZ6k1bCJ-8UV7biXGOfAg.JPEG.namdokorea/1.jpg#960x641,https://map.naver.com/p/entry/place/20115525
한국천연염색박물관,반려동물업,반려동반여행,박물관,전라남도,나주시,다시면,회진리,163 번지,백호로,379 번,34.99403168,126.662525,58280,전라남도 나주시 다시면 백호로 379,전라남도 나주시 다시면 회진리 163,061-335-0091,www.naturaldyeing.or.kr,연중무휴,매일 09:00~18:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20220208_271/1644297487236dpuhs_JPEG/%C0%FC%B3%B2%B0%F8%BF%B9%C3%A2%C0%DB%C1%F6%BF%F8%BC%BE%C5%CD_%BB%E7%C1%F8.jpg,https://map.naver.com/p/entry/place/1270540601
한국천주교순교자박물관,반려동물업,반려동반여행,박물관,서울특별시,마포구,합정동,,96-1 번지,토정로,6 번,37.54413544,126.911794,4085,서울특별시 마포구 토정로 6,서울특별시 마포구 합정동 96-1,02-3142-4504,http://www.jeoldusan.or.kr/renew/museum1.php,매주 월요일,화~일 09:30~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150901_293/1441038828723IkNiA_JPEG/11784509_0.jpg,https://map.naver.com/p/entry/place/11784509
한국카메라박물관,반려동물업,반려동반여행,박물관,경기도,과천시,막계동,,330 번지,대공원광장로,8 번,37.43505342,127.005667,13829,경기도 과천시 대공원광장로 8,경기도 과천시 막계동 330,02-502-4123,http://www.kcpm.or.kr,"설, 추석 당일, 매주 일, 월","화~토 3~10월 10:00~18:00, 11~2월 10:00~17:00",Y,5000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20150831_160/1441015613794CsmsS_JPEG/116752506857864_1.jpg,https://map.naver.com/p/entry/place/12333925
한국토종씨앗박물관,반려동물업,반려동반여행,박물관,충청남도,예산군,대술면,시산리,341-2 번지,시산서길,64-9 번,36.66630921,126.8784,32444,충청남도 예산군 대술면 시산서길 64-9,충청남도 예산군 대술면 시산리 341-2,041-333-5613,토종씨앗.com,"설, 추석 당일",매일 09:00~18:00,Y,2500원,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20160726_142/1469508753413kc7nR_JPEG/176671614946187_0.jpeg,https://map.naver.com/p/entry/place/38338581
한국해양대학교박물관,반려동물업,반려동반여행,박물관,부산광역시,영도구,동삼동,,1 번지,태종로,727 번,35.07440691,129.087131,49112,부산광역시 영도구 태종로 727,부산광역시 영도구 동삼동 1,051-410-4086,https://www.kmou.ac.kr/museum/main.do,"매주 토, 일",월~금 10:00~17:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20190507_46/155721127410641UMB_JPEG/AhKNdiQwb9Fc7gmwHnAmVt-r.jpg,https://map.naver.com/p/entry/place/21829301
한그루,반려동물업,반려동물식당카페,카페,전라남도,장성군,북하면,신성리,228-6 번지,남창로,4 번,35.42609249,126.84563,57204,전라남도 장성군 북하면 남창로 4,전라남도 장성군 북하면 신성리 228-6,070-8808-5338,정보없음,연중무휴,매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,Y,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200624_148/1592962970043MyMQv_JPEG/xvG69T4ZDwoaarKvk79NP8Ao.jpg,https://map.naver.com/p/entry/place/305977750
한길책박물관,반려동물업,반려동반여행,박물관,경기도,파주시,탄현면,법흥리,1652-136 번지,헤이리마을길,59-6 번,37.78926128,126.697938,10859,경기도 파주시 탄현면 헤이리마을길 59-6,경기도 파주시 탄현면 법흥리 1652-136,031-949-9786,http://blog.naver.com/hangilbm,매주 월요일,화~일 11:00~18:00,Y,6000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20210326_11/1616743691924SkfYv_JPEG/STjXL_1w0wl1Tn21RG1WVnKB.jpg,https://map.naver.com/p/entry/place/31905927
한남대학교 자연사박물관,반려동물업,반려동반여행,박물관,대전광역시,대덕구,오정동,,133 번지,한남로,70 번,36.35279952,127.423309,34430,대전광역시 대덕구 한남로 70,대전광역시 대덕구 오정동 133,042-629-7699,www.museum.hannam.ac.kr,"매주 토, 일, 법정공휴일",월~금 10:00~17:00 방학기간 10:00~15:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/21829322
한남대학교 중앙박물관,반려동물업,반려동반여행,박물관,대전광역시,대덕구,오정동,,133 번지,한남로,70 번,36.35279952,127.423309,34430,대전광역시 대덕구 한남로 70,대전광역시 대덕구 오정동 133,042-629-7696,www.bakmul.hannam.ac.kr,"매주 토, 일, 법정공휴일",월~금 09:00~18:00 방학기간 09:00~15:00,Y,없음,Y,해당없음,모두 가능,야외만 반려동물 동반 가능,Y,Y,박물관,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzA5MTNfMTMw/MDAxNTA1MjkxNDUyNTcw.4W63u0PXkqS9Uu2WdsApYm8gXMx3yq2DNNTrjhEeT4Ag.2v_grJ3WQLF3u411Z_1O2a5F51gnArEKxbvf1_rK-Wcg.JPEG.daedeokgu/naver_com_20170913_172322.jpg#1060x705,https://map.naver.com/p/entry/place/12452228
한남베르그,반려동물업,반려동물식당카페,카페,서울특별시,용산구,한남동,,683-52 번지,이태원로54길,58 번,37.53597243,127.000958,4400,서울특별시 용산구 이태원로54길 58,서울특별시 용산구 한남동 683-52,0507-1331-1750,https://www.instagram.com/hannam_berg/,연중무휴,매일 11:00~22:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240503_20/1714680283942o6bmQ_PNG/IMG_4422.png,https://map.naver.com/p/entry/place/1100009233
한내근린공원,반려동물업,반려동반여행,여행지,경기도,광명시,소하동,,1308-1 번지,,,37.45057078,126.886528,,,경기도 광명시 소하동 1308-1,02-2680-6462,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022.11.30,,https://map.naver.com/p/entry/place/18940192
한독의약박물관,반려동물업,반려동반여행,박물관,충청북도,음성군,대소면,대풍리,37 번지,대풍산단로,78 번,36.97056729,127.465316,27670,충청북도 음성군 대소면 대풍산단로 78,충청북도 음성군 대소면 대풍리 37,043-530-1004,https://handokmuseum.modoo.at/,"1월1일, 설, 추석 연휴, 매주 월요일",화~일 09:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,Y,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20240421_224/1713672939277PI7qx_JPEG/%C7%D1%B5%B6%C0%C7%BE%E0%B9%DA%B9%B0%B0%FC_%C0%FC%B0%E6.jpg,https://map.naver.com/p/entry/place/11785227
한라산국립공원 산악박물관,반려동물업,반려동반여행,박물관,제주특별자치도,제주시,오등동,,180-3 번지,산록북로,588 번,33.42161341,126.549758,63242,제주특별자치도 제주시 산록북로 588,제주특별자치도 제주시 오등동 산 180-3,064-710-4637,https://www.jeju.go.kr/hallasan/museum/info.htm,"설, 추석 당일, 매주 토~월",화~금 09:00~16:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,,https://map.naver.com/p/entry/place/36734031
한림공원,반려동물업,반려동반여행,박물관,제주특별자치도,제주시,한림읍,협재리,2487 번지,한림로,300 번,33.39022486,126.239691,63011,제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,064-796-0001,www.hallimpark.com,연중무휴,매일 09:00~17:00,Y,12000원,Y,해당없음,7kg 미만,"목줄, 배변봉투",Y,Y,박물관,없음,2022.11.30,https://naverbooking-phinf.pstatic.net/20240618_269/17186909166691IUla_JPEG/7G5A7283.jpg_S.jpg,https://map.naver.com/p/entry/place/11491281
한림대학교박물관,반려동물업,반려동반여행,박물관,강원도,춘천시,옥천동,,1-1 번지,한림대학길,1 번,37.88542866,127.734957,24252,강원도 춘천시 한림대학길 1,강원도 춘천시 옥천동 1-1,033-248-2851,museum.hallym.ac.kr,"법정공휴일, 매주 금~일",월~목 10:00~15:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20200716_214/15948602511340P0C7_PNG/HkD2N-B_Aln5hGLeEQOBrzpr.png,https://map.naver.com/p/entry/place/15627360
한마음공원,반려동물업,반려동반여행,여행지,전라남도,영광군,홍농읍,성산리,514 번지,홍농로7길,24 번,35.41576218,126.431561,57003,전라남도 영광군 홍농읍 홍농로7길 24,전라남도 영광군 홍농읍 성산리 514,061-357-3521,정보없음,연중무휴,"매일 하절기 06:00~24:00, 동절기 06:00~22:00",Y,없음,Y,해당없음,모두 가능,"목줄, 배변봉투",N,Y,공원,없음,2022.11.30,http://blogfiles.naver.net/MjAxNzA4MjNfMTg2/MDAxNTAzNDY5ODMzODIy.LDpkjM2zk36EadyRakNGhNRpJpmsdA2nrPp_AMJIIW8g.X5rMxCsiwcpsCBb0sQBkgKXi5vvMvvYp_SZHILR0mYwg.JPEG.nadreampine/IMG_8874.JPG#900x600,https://map.naver.com/p/entry/place/19699867
한무숙문학관,반려동물업,반려동반여행,박물관,서울특별시,종로구,혜화동,,33-100 번지,혜화로9길,20 번,37.58779037,126.998658,3068,서울특별시 종로구 혜화로9길 20,서울특별시 종로구 명륜1가 33-100,02-762-3093,www.hahnmoosook.com,매주 일요일,월~토 10:00~17:00,Y,없음,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022.11.30,https://ldb-phinf.pstatic.net/20220706_276/1657075412639U8pzM_JPEG/201407157334717_33330.jpg,https://map.naver.com/p/entry/place/17973079
